Договор,Дата_документа,Документ,Описание_работ,Тип_работ,Месторождение,Скважина,Сумма,НДС
Договор 110,2020-08-20,Акт об оказании производственных услуг ДРЛ00000451 от 20.08.2020 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Мобилизация м/р Ново-Покурское куст 78 скважина 1326, шт",Мобилизация,Ново-Покурское,1326,35669772.46,5944962.08
Договор 110,2020-11-13,Акт об оказании производственных услуг ДРЛ00000615 от 13.11.2020 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Бурение м/р Ново-Покурское куст 78 скважина 1326, шт",Бурение,Ново-Покурское,1326,35676994.26,5946165.71
Договор 110,2020-11-13,Акт об оказании производственных услуг ДРЛ00000615 от 13.11.2020 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Демонтаж м/р Ново-Покурское куст 78 скважина 1326, шт",Демонтаж,Ново-Покурское,1326,2812412.63,468735.44
Договор 110,2020-11-13,Акт об оказании производственных услуг ДРЛ00000615 от 13.11.2020 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Монтаж м/р Ново-Покурское куст 78 скважина 1326, шт",Монтаж,Ново-Покурское,1326,4567218.89,761203.15
Договор 110,2020-11-13,Акт об оказании производственных услуг ДРЛ00000618 от 13.11.2020 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Бурение м/р Ново-Покурское куст 73 скважина 802, шт",Бурение,Ново-Покурское,802,35688408.14,5948068.02
Договор 110,2020-11-13,Акт об оказании производственных услуг ДРЛ00000618 от 13.11.2020 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Демонтаж м/р Ново-Покурское куст 73 скважина 802, шт",Демонтаж,Ново-Покурское,802,2812412.63,468735.44
Договор 110,2020-11-13,Акт об оказании производственных услуг ДРЛ00000618 от 13.11.2020 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Монтаж м/р Ново-Покурское куст 73 скважина 802, шт",Монтаж,Ново-Покурское,802,4567218.89,761203.15
Договор 110,2020-11-13,Акт об оказании производственных услуг ДРЛ00000618 от 13.11.2020 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Переезд м/р Ново-Покурское куст 73 скважина 802, шт",Переезд,Ново-Покурское,802,2623247.45,437207.91
Договор 110,2020-12-04,Акт об оказании производственных услуг ДРЛ00000719 от 04.12.2020 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Бурение м/р Ново-Покурское куст 78 скважина 709, шт",Бурение,Ново-Покурское,709,37566499.97,6261083.32
Договор 110,2020-12-04,Акт об оказании производственных услуг ДРЛ00000719 от 04.12.2020 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Демонтаж м/р Ново-Покурское куст 78 скважина 709, шт",Демонтаж,Ново-Покурское,709,2812412.63,468735.44
Договор 110,2020-12-04,Акт об оказании производственных услуг ДРЛ00000719 от 04.12.2020 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Монтаж м/р Ново-Покурское куст 78 скважина 709, шт",Монтаж,Ново-Покурское,709,4567218.89,761203.15
Договор 110,2020-12-04,Акт об оказании производственных услуг ДРЛ00000719 от 04.12.2020 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Переезд м/р Ново-Покурское куст 78 скважина 709, шт",Переезд,Ново-Покурское,709,2623247.45,437207.91
Договор 110,2020-12-31,Акт об оказании производственных услуг ДРЛ00000750 от 31.12.2020 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Бурение м/р Южно-Островное куст 0 скважина 310Р, шт",Бурение,Южно-Островное,310Р,30488776.71,5081462.78
Договор 110,2020-12-31,Акт об оказании производственных услуг ДРЛ00000750 от 31.12.2020 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Демонтаж м/р Южно-Островное куст 0 скважина 310Р, шт",Демонтаж,Южно-Островное,310Р,2812412.63,468735.44
Договор 110,2020-12-31,Акт об оказании производственных услуг ДРЛ00000750 от 31.12.2020 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Монтаж м/р Южно-Островное куст 0 скважина 310Р, шт",Монтаж,Южно-Островное,310Р,4567218.89,761203.15
Договор 110,2020-12-31,Акт об оказании производственных услуг ДРЛ00000750 от 31.12.2020 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Переезд м/р Южно-Островное куст 0 скважина 310Р, шт",Переезд,Южно-Островное,310Р,3513192.22,585532.04
Договор 110,2021-02-10,Акт об оказании производственных услуг ДРЛ00000093 от 10.02.2021 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Бурение м/р Островное куст 12 скважина 118, ",Бурение,Островное,118,32347120.19,5391186.69
Договор 110,2021-02-10,Акт об оказании производственных услуг ДРЛ00000093 от 10.02.2021 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Деонтаж м/р Островное куст 12 скважина 118, руб",Демонтаж,Островное,118,2812412.63,468735.44
Договор 110,2021-02-10,Акт об оказании производственных услуг ДРЛ00000093 от 10.02.2021 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Монтаж м/р Островное куст 12 скважина 118, ",Монтаж,Островное,118,4567218.89,761203.15
Договор 110,2021-02-10,Акт об оказании производственных услуг ДРЛ00000093 от 10.02.2021 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Переезд м/р Островное куст 12 скважина 118, ",Переезд,Островное,118,5126217.11,854369.52
Договор 110,2021-05-16,Акт об оказании производственных услуг ДРЛ00000260 от 16.05.2021 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Бурение м/р Ватинское куст 88 скважина 522, ",Бурение,Ватинское,522,33983731.3,5663955.21
Договор 110,2021-05-16,Акт об оказании производственных услуг ДРЛ00000260 от 16.05.2021 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Демонтаж м/р Ватинское куст 88 скважина 522, ",Демонтаж,Ватинское,522,2812412.63,468735.44
Договор 110,2021-05-16,Акт об оказании производственных услуг ДРЛ00000260 от 16.05.2021 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Монтаж м/р Ватинское куст 88 скважина 522, ",Монтаж,Ватинское,522,4567218.89,761203.15
Договор 110,2021-05-16,Акт об оказании производственных услуг ДРЛ00000260 от 16.05.2021 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Переезд м/р Ватинское куст 88 скважина 522, ",Переезд,Ватинское,522,11856424.42,1976070.74
Договор 110,2021-06-14,Акт об оказании производственных услуг ДРЛ00000335 от 14.06.2021 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Бурение м/р Ватинское куст 92 скважина 199, руб",Бурение,Ватинское,199,30699990.01,5116665.0
Договор 110,2021-06-14,Акт об оказании производственных услуг ДРЛ00000335 от 14.06.2021 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Демонтаж м/р Ватинское куст 92 скважина 199, руб",Демонтаж,Ватинское,199,2812412.63,468735.44
Договор 110,2021-06-14,Акт об оказании производственных услуг ДРЛ00000335 от 14.06.2021 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Монтаж м/р Ватинское куст 92 скважина 199, руб",Монтаж,Ватинское,199,4567218.89,761203.15
Договор 110,2021-06-14,Акт об оказании производственных услуг ДРЛ00000335 от 14.06.2021 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Переезд м/р Ватинское куст 92 скважина 199, руб",Переезд,Ватинское,199,2623247.45,437207.91
Договор 110,2021-07-09,Акт об оказании производственных услуг ДРЛ00000403 от 09.07.2021 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Бурение м/р Ватинское куст 271 скважина 2719, руб",Бурение,Ватинское,2719,34169289.86,5694881.64
Договор 110,2021-07-09,Акт об оказании производственных услуг ДРЛ00000403 от 09.07.2021 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Демонтаж м/р Ватинское куст 271 скважина 2719, руб",Демонтаж,Ватинское,2719,2812412.63,468735.44
Договор 110,2021-07-09,Акт об оказании производственных услуг ДРЛ00000403 от 09.07.2021 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Монтаж м/р Ватинское куст 271 скважина 2719, руб",Монтаж,Ватинское,2719,4567218.89,761203.15
Договор 110,2021-07-09,Акт об оказании производственных услуг ДРЛ00000403 от 09.07.2021 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Переезд м/р Ватинское куст 271 скважина 2719, руб",Переезд,Ватинское,2719,2623247.45,437207.91
Договор 110,2021-08-18,Акт об оказании производственных услуг ДРЛ00000478 от 18.08.2021 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Бурение м/р Тайлаковское куст 5 скважина 151, руб",Бурение,Тайлаковское,151,32237630.49,5372938.41
Договор 110,2021-08-18,Акт об оказании производственных услуг ДРЛ00000478 от 18.08.2021 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Демонтаж м/р Тайлаковское куст 5 скважина 151, руб",Демонтаж,Тайлаковское,151,2812412.63,468735.44
Договор 110,2021-08-18,Акт об оказании производственных услуг ДРЛ00000478 от 18.08.2021 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Монтаж м/р Тайлаковское куст 5 скважина 151, руб",Монтаж,Тайлаковское,151,4567218.89,761203.15
Договор 110,2021-08-18,Акт об оказании производственных услуг ДРЛ00000478 от 18.08.2021 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Переезд м/р Тайлаковское куст 5 скважина 151, руб",Переезд,Тайлаковское,151,15416203.49,2569367.25
Договор 110,2021-09-11,Акт об оказании производственных услуг ДРЛ00000540 от 11.09.2021 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Бурение м/р Тайлаковское куст 36 скважина 949, руб",Бурение,Тайлаковское,949,32448843.78,5408140.62
Договор 110,2021-09-11,Акт об оказании производственных услуг ДРЛ00000540 от 11.09.2021 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Демонтаж м/р Тайлаковское куст 36 скважина 949, руб",Демонтаж,Тайлаковское,949,2812412.63,468735.44
Договор 110,2021-09-11,Акт об оказании производственных услуг ДРЛ00000540 от 11.09.2021 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Монтаж м/р Тайлаковское куст 36 скважина 949, руб",Монтаж,Тайлаковское,949,4567218.89,761203.15
Договор 110,2021-09-11,Акт об оказании производственных услуг ДРЛ00000540 от 11.09.2021 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Переезд м/р Тайлаковское куст 36 скважина 949, руб",Переезд,Тайлаковское,949,13803178.6,2300529.77
Договор 110,2021-09-30,Акт об оказании производственных услуг ДРЛ00000564 от 30.09.2021 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Бурение м/р Тайлаковское куст 35 скважина 906, руб",Бурение,Тайлаковское,906,15450936.63,2575156.1
Договор 110,2021-09-30,Акт об оказании производственных услуг ДРЛ00000564 от 30.09.2021 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Демонтаж м/р Тайлаковское куст 35 скважина 906, руб",Демонтаж,Тайлаковское,906,2812412.63,468735.44
Договор 110,2021-09-30,Акт об оказании производственных услуг ДРЛ00000564 от 30.09.2021 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Монтаж м/р Тайлаковское куст 35 скважина 906, руб",Монтаж,Тайлаковское,906,4567218.89,761203.15
Договор 110,2021-09-30,Акт об оказании производственных услуг ДРЛ00000564 от 30.09.2021 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Переезд м/р Тайлаковское куст 35 скважина 906, руб",Переезд,Тайлаковское,906,2623247.45,437207.91
Договор 110,2021-10-26,Акт об оказании производственных услуг ДРЛ00000611 от 26.10.2021 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Бурение м/р Тайлаковское куст 33 скважина 770, руб",Бурение,Тайлаковское,770,36510433.53,6085072.25
Договор 110,2021-10-26,Акт об оказании производственных услуг ДРЛ00000611 от 26.10.2021 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Демонтаж м/р Тайлаковское куст 33 скважина 770, руб",Демонтаж,Тайлаковское,770,2812412.63,468735.44
Договор 110,2021-10-26,Акт об оказании производственных услуг ДРЛ00000611 от 26.10.2021 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Монтаж м/р Тайлаковское куст 33 скважина 770, руб",Монтаж,Тайлаковское,770,4567218.89,761203.15
Договор 110,2021-10-26,Акт об оказании производственных услуг ДРЛ00000611 от 26.10.2021 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Переезд м/р Тайлаковское куст 33 скважина 770, руб",Переезд,Тайлаковское,770,2623247.45,437207.91
Договор 110,2021-11-30,Акт об оказании производственных услуг ДРЛ00000703 от 30.11.2021 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Бурение м/р Островное куст 11 скважина 562, руб",Бурение,Островное,562,37460893.34,6243482.22
Договор 110,2021-11-30,Акт об оказании производственных услуг ДРЛ00000703 от 30.11.2021 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Демонтаж м/р Островное куст 11 скважина 562, руб",Демонтаж,Островное,562,2812412.63,468735.44
Договор 110,2021-11-30,Акт об оказании производственных услуг ДРЛ00000703 от 30.11.2021 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Монтаж м/р Островное куст 11 скважина 562, руб",Монтаж,Островное,562,4567218.89,761203.15
Договор 110,2021-11-30,Акт об оказании производственных услуг ДРЛ00000703 от 30.11.2021 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Переезд м/р Островное куст 11 скважина 562, руб",Переезд,Островное,562,2623247.45,437207.91
Договор 110,2021-12-01,Акт об оказании производственных услуг ДРЛ00000754 от 01.12.2021 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Бурение м/р Тайлаковское куст 155 скважина 1556, руб",Бурение,Тайлаковское,1556,33287990.0,5547998.33
Договор 110,2021-12-01,Акт об оказании производственных услуг ДРЛ00000754 от 01.12.2021 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Демонтаж м/р Тайлаковское куст 155 скважина 1556, руб",Демонтаж,Тайлаковское,1556,2812412.63,468735.44
Договор 110,2021-12-01,Акт об оказании производственных услуг ДРЛ00000754 от 01.12.2021 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Монтаж м/р Тайлаковское куст 155 скважина 1556, руб",Монтаж,Тайлаковское,1556,4567218.89,761203.15
Договор 110,2021-12-01,Акт об оказании производственных услуг ДРЛ00000754 от 01.12.2021 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Переезд м/р Тайлаковское куст 155 скважина 1556, руб",Переезд,Тайлаковское,1556,2623247.45,437207.91
Договор 110,2021-12-18,Акт об оказании производственных услуг ДРЛ00000761 от 18.12.2021 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Бурение м/р Тайлаковское куст 39 скважина 567, руб",Бурение,Тайлаковское,567,37038466.76,6173077.79
Договор 110,2021-12-18,Акт об оказании производственных услуг ДРЛ00000761 от 18.12.2021 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Демонтаж м/р Тайлаковское куст 39 скважина 567, руб",Демонтаж,Тайлаковское,567,2812412.63,468735.44
Договор 110,2021-12-18,Акт об оказании производственных услуг ДРЛ00000761 от 18.12.2021 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Монтаж м/р Тайлаковское куст 39 скважина 567, руб",Монтаж,Тайлаковское,567,4567218.89,761203.15
Договор 110,2021-12-18,Акт об оказании производственных услуг ДРЛ00000761 от 18.12.2021 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Переезд м/р Тайлаковское куст 39 скважина 567, руб",Переезд,Тайлаковское,567,3735678.41,622613.07
Договор 110,2021-12-23,Акт об оказании производственных услуг ДРЛ00000803 от 23.12.2021 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Монтаж м/р Тайлаковское куст 5 скважина 142, руб",Монтаж,Тайлаковское,142,4567218.88,761203.14
Договор 110,2021-12-23,Акт об оказании производственных услуг ДРЛ00000803 от 23.12.2021 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Переезд м/р Тайлаковское куст 5 скважина 142, руб",Переезд,Тайлаковское,142,3791299.96,631883.33
Договор 110,2022-02-01,Акт об оказании производственных услуг ДРЛ00000030 от 01.02.2022 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Бурение м/р Тайлаковское куст 5 скважина 142, руб",Бурение,Тайлаковское,142,35100803.87,5850133.98
Договор 110,2022-02-01,Акт об оказании производственных услуг ДРЛ00000030 от 01.02.2022 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Демонтаж м/р Тайлаковское куст 5 скважина 142, руб",Демонтаж,Тайлаковское,142,2812412.63,468735.44
Договор 110,2022-02-12,Акт об оказании производственных услуг ДРЛ00000078 от 12.02.2022 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Бурение м/р Тайлаковское куст 78 скважина 4629, руб",Бурение,Тайлаковское,4629,39698159.14,6616359.86
Договор 110,2022-02-12,Акт об оказании производственных услуг ДРЛ00000078 от 12.02.2022 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Демонтаж м/р Тайлаковское куст 78 скважина 4629, руб",Демонтаж,Тайлаковское,4629,3242721.82,540453.64
Договор 110,2022-02-12,Акт об оказании производственных услуг ДРЛ00000078 от 12.02.2022 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Монтаж м/р Тайлаковское куст 78 скважина 4629, руб",Монтаж,Тайлаковское,4629,5266019.7,877669.95
Договор 110,2022-02-12,Акт об оказании производственных услуг ДРЛ00000078 от 12.02.2022 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Переезд м/р Тайлаковское куст 78 скважина 4629, руб",Переезд,Тайлаковское,4629,4032818.24,672136.37
Договор 110,2022-03-21,Акт об оказании производственных услуг ДРЛ00000156 от 21.03.2022 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Бурение м/р Тайлаковское куст 5 скважина 1562, руб",Бурение,Тайлаковское,1562,51453964.1,8575660.68
Договор 110,2022-03-21,Акт об оказании производственных услуг ДРЛ00000156 от 21.03.2022 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Демонтаж м/р Тайлаковское куст 5 скважина 1562, руб",Демонтаж,Тайлаковское,1562,3242721.82,540453.64
Договор 110,2022-03-21,Акт об оказании производственных услуг ДРЛ00000156 от 21.03.2022 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Монтаж м/р Тайлаковское куст 5 скважина 1562, руб",Монтаж,Тайлаковское,1562,5266019.7,877669.95
Договор 110,2022-03-21,Акт об оказании производственных услуг ДРЛ00000156 от 21.03.2022 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Переезд м/р Тайлаковское куст 5 скважина 1562, руб",Переезд,Тайлаковское,1562,4032818.24,672136.37
Договор 110,2022-04-20,Акт об оказании производственных услуг ДРЛ00000217 от 20.04.2022 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Бурение м/р Тайлаковское куст 8 скважина 942, руб",Бурение,Тайлаковское,942,50830346.38,8471724.4
Договор 110,2022-04-20,Акт об оказании производственных услуг ДРЛ00000217 от 20.04.2022 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Демонтаж м/р Тайлаковское куст 8 скважина 942, руб",Демонтаж,Тайлаковское,942,3242721.82,540453.64
Договор 110,2022-04-20,Акт об оказании производственных услуг ДРЛ00000217 от 20.04.2022 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Монтаж м/р Тайлаковское куст 8 скважина 942, руб",Монтаж,Тайлаковское,942,5266019.7,877669.95
Договор 110,2022-04-20,Акт об оказании производственных услуг ДРЛ00000217 от 20.04.2022 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Переезд м/р Тайлаковское куст 8 скважина 942, руб",Переезд,Тайлаковское,942,4032818.24,672136.37
Договор 110,2022-05-19,Акт об оказании производственных услуг ДРЛ00000299 от 19.05.2022 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Бурение м/р Тайлаковское куст 59 скважина 1466, руб",Бурение,Тайлаковское,1466,56013007.67,9335501.27
Договор 110,2022-05-19,Акт об оказании производственных услуг ДРЛ00000299 от 19.05.2022 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Демонтаж м/р Тайлаковское куст 59 скважина 1466, руб",Демонтаж,Тайлаковское,1466,3242721.82,540453.64
Договор 110,2022-05-19,Акт об оказании производственных услуг ДРЛ00000299 от 19.05.2022 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Монтаж м/р Тайлаковское куст 59 скважина 1466, руб",Монтаж,Тайлаковское,1466,5266019.7,877669.95
Договор 110,2022-05-19,Акт об оказании производственных услуг ДРЛ00000299 от 19.05.2022 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Переезд м/р Тайлаковское куст 59 скважина 1466, руб",Переезд,Тайлаковское,1466,5058888.23,843148.04
Договор 110,2022-07-15,Акт об оказании производственных услуг ДРЛ00000402 от 15.07.2022 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Бурение м/р Тайлаковское куст 94 скважина 2748, руб",Бурение,Тайлаковское,2748,36800083.26,6133347.21
Договор 110,2022-07-15,Акт об оказании производственных услуг ДРЛ00000402 от 15.07.2022 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Демонтаж м/р Тайлаковское куст 94 скважина 2748, руб",Демонтаж,Тайлаковское,2748,3242721.82,540453.64
Договор 110,2022-07-15,Акт об оказании производственных услуг ДРЛ00000402 от 15.07.2022 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Монтаж м/р Тайлаковское куст 94 скважина 2748, руб",Монтаж,Тайлаковское,2748,5266019.7,877669.95
Договор 110,2022-07-15,Акт об оказании производственных услуг ДРЛ00000402 от 15.07.2022 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Переезд м/р Тайлаковское куст 94 скважина 2748, руб",Переезд,Тайлаковское,2748,5229899.89,871649.98
Договор 110,2022-07-31,Акт об оказании производственных услуг ДРЛ00000427 от 31.07.2022 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Бурение м/р Тайлаковское куст 49 скважина 3270, руб",Бурение,Тайлаковское,3270,64080580.63,10680096.77
Договор 110,2022-07-31,Акт об оказании производственных услуг ДРЛ00000427 от 31.07.2022 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Демонтаж м/р Тайлаковское куст 49 скважина 3270, руб",Демонтаж,Тайлаковское,3270,3242721.82,540453.64
Договор 110,2022-07-31,Акт об оказании производственных услуг ДРЛ00000427 от 31.07.2022 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Монтаж м/р Тайлаковское куст 49 скважина 3270, руб",Монтаж,Тайлаковское,3270,5266019.7,877669.95
Договор 110,2022-07-31,Акт об оказании производственных услуг ДРЛ00000427 от 31.07.2022 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Переезд м/р Тайлаковское куст 49 скважина 3270, руб",Переезд,Тайлаковское,3270,4460347.4,743391.23
Договор 110,2022-09-05,Акт об оказании производственных услуг ДРЛ00000575 от 05.09.2022 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Бурение м/р Тайлаковское куст 10 скважина 962, руб",Бурение,Тайлаковское,962,59301087.4,9883514.56
Договор 110,2022-09-05,Акт об оказании производственных услуг ДРЛ00000575 от 05.09.2022 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Демонтаж м/р Тайлаковское куст 10 скважина 962, руб",Демонтаж,Тайлаковское,962,3242721.82,540453.64
